"Year","Month","COUNTY","Date","NO2","O3","PM2.5"
2015,7,"Los Angeles",2015-07-01,16.3023255813953,46.175,41.8
2015,7,"Marin",2015-07-01,6,21.5,15.25
2015,7,"San Bernardino",2015-07-01,20.8,77.025641025641,54.6
2015,7,"San Francisco",2015-07-01,5.33333333333333,23.6666666666667,14.5
2015,7,"San Mateo",2015-07-01,7.75,30.3333333333333,6
2015,7,"Santa Clara",2015-07-01,14.5,33.5333333333333,25.7692307692308
2015,7,"Stanislaus",2015-07-01,10.25,51.5,33.7142857142857
2015,7,"Calaveras",2015-07-01,NA,60,25.5
2015,8,"Imperial",2015-08-01,15.5714285714286,49.3333333333333,47
2015,8,"Los Angeles",2015-08-01,20.3414634146341,67.5609756097561,50.2564102564103
2015,8,"Marin",2015-08-01,9,30.3333333333333,5
2015,8,"San Bernardino",2015-08-01,32.5185185185185,90.675,48.15
2015,8,"San Francisco",2015-08-01,11.5,24.5,51.3333333333333
2015,8,"San Mateo",2015-08-01,16.3333333333333,28,15.25
2015,8,"Santa Clara",2015-08-01,12,48.6923076923077,46
2015,8,"Stanislaus",2015-08-01,19.3333333333333,54.1428571428571,36.625
2015,8,"Calaveras",2015-08-01,NA,65.6666666666667,23.6666666666667
2015,9,"Imperial",2015-09-01,17.5714285714286,39.6666666666667,41.2857142857143
2015,9,"Los Angeles",2015-09-01,25.75,64.5853658536585,45.6111111111111
2015,9,"Marin",2015-09-01,19.25,42.3333333333333,22.5
2015,9,"San Bernardino",2015-09-01,33.0434782608696,69.0263157894737,41.5789473684211
2015,9,"San Francisco",2015-09-01,25.3333333333333,24.3333333333333,28.3333333333333
2015,9,"San Mateo",2015-09-01,15.3333333333333,42.25,7
2015,9,"Santa Clara",2015-09-01,29.8333333333333,49.8571428571429,33.9090909090909
2015,9,"Stanislaus",2015-09-01,20,56,41.2857142857143
2015,9,"Calaveras",2015-09-01,NA,48.3333333333333,62
2015,10,"Imperial",2015-10-01,20.8333333333333,37.7272727272727,29.2307692307692
2015,10,"Los Angeles",2015-10-01,29.1951219512195,45.5909090909091,38.925
2015,10,"Marin",2015-10-01,23.3333333333333,31.3333333333333,33.75
2015,10,"San Bernardino",2015-10-01,31.25,46.219512195122,37.6818181818182
2015,10,"San Francisco",2015-10-01,28.5,29.6666666666667,20.25
2015,10,"San Mateo",2015-10-01,17.75,27.6666666666667,28.75
2015,10,"Santa Clara",2015-10-01,31.6666666666667,38.5384615384615,26
2015,10,"Stanislaus",2015-10-01,28,51.8571428571429,51.375
2015,10,"Calaveras",2015-10-01,NA,39.25,29.3333333333333
2015,11,"Imperial",2015-11-01,27.8571428571429,34.5714285714286,34.1428571428571
2015,11,"Los Angeles",2015-11-01,34.6808510638298,36.4102564102564,35.3714285714286
2015,11,"Marin",2015-11-01,32.6666666666667,25.75,18
2015,11,"San Bernardino",2015-11-01,39.8333333333333,38.2222222222222,33.4444444444444
2015,11,"San Francisco",2015-11-01,34.3333333333333,21.75,49.6666666666667
2015,11,"San Mateo",2015-11-01,21,26.3333333333333,19.6666666666667
2015,11,"Santa Clara",2015-11-01,29.4285714285714,26.25,42.5454545454545
2015,11,"Stanislaus",2015-11-01,17,26.2,67.75
2015,11,"Calaveras",2015-11-01,NA,31.3333333333333,29.6666666666667
2015,12,"Imperial",2015-12-01,28.2857142857143,30.6363636363636,58.625
2015,12,"Los Angeles",2015-12-01,36.25,27.55,39.0285714285714
2015,12,"Marin",2015-12-01,26.5,19,31.4
2015,12,"San Bernardino",2015-12-01,29.9259259259259,31.5833333333333,38.4736842105263
2015,12,"San Francisco",2015-12-01,32,14.3333333333333,36
2015,12,"San Mateo",2015-12-01,19.5,19.5,16.3333333333333
2015,12,"Santa Clara",2015-12-01,28.7142857142857,27.3333333333333,39
2015,12,"Stanislaus",2015-12-01,24.6666666666667,24.8333333333333,83
2015,12,"Calaveras",2015-12-01,NA,30,42
2016,1,"Imperial",2016-01-01,24.3333333333333,32.5,49.5454545454545
2016,1,"Los Angeles",2016-01-01,33.1136363636364,25.7,44.7826086956522
2016,1,"Marin",2016-01-01,21,23.25,33.5
2016,1,"San Bernardino",2016-01-01,30.4285714285714,31.6923076923077,38.6086956521739
2016,1,"San Francisco",2016-01-01,29,19.3333333333333,28
2016,1,"San Mateo",2016-01-01,23,33.75,16.5
2016,1,"Santa Clara",2016-01-01,26.6666666666667,27.6666666666667,28.9166666666667
2016,1,"Stanislaus",2016-01-01,18.3333333333333,21,58.125
2016,1,"Calaveras",2016-01-01,NA,28.25,30
2016,2,"Imperial",2016-02-01,32.1666666666667,41.3846153846154,41.625
2016,2,"Los Angeles",2016-02-01,39.3111111111111,41.85,41.0238095238095
2016,2,"Marin",2016-02-01,21.6666666666667,28.6666666666667,30
2016,2,"San Bernardino",2016-02-01,39.92,47.6969696969697,40.3636363636364
2016,2,"San Francisco",2016-02-01,33,22.6666666666667,40.5
2016,2,"San Mateo",2016-02-01,26.3333333333333,30,36.5
2016,2,"Santa Clara",2016-02-01,30.375,26.6666666666667,38.9
2016,2,"Stanislaus",2016-02-01,23.3333333333333,33,66.8571428571429
2016,2,"Calaveras",2016-02-01,NA,35.3333333333333,38.3333333333333
2016,3,"Imperial",2016-03-01,25.5,46.9090909090909,44.1111111111111
2016,3,"Los Angeles",2016-03-01,24.1666666666667,44.8222222222222,45.5
2016,3,"Marin",2016-03-01,15.25,34.6666666666667,21
2016,3,"San Bernardino",2016-03-01,32.0384615384615,56.4,44.6666666666667
2016,3,"San Francisco",2016-03-01,18.5,29.5,22.3333333333333
2016,3,"San Mateo",2016-03-01,15,33,22.6666666666667
2016,3,"Santa Clara",2016-03-01,18,32.25,26.0909090909091
2016,3,"Stanislaus",2016-03-01,12.75,32.1428571428571,30.7142857142857
2016,3,"Calaveras",2016-03-01,NA,36,36.25
2016,4,"Imperial",2016-04-01,10.6666666666667,48.2857142857143,43.2222222222222
2016,4,"Los Angeles",2016-04-01,25.6222222222222,48.609756097561,37.8888888888889
2016,4,"Marin",2016-04-01,17.6666666666667,33,22.6666666666667
2016,4,"San Bernardino",2016-04-01,26.8518518518519,60.0833333333333,34.1363636363636
2016,4,"San Francisco",2016-04-01,31.3333333333333,33.6666666666667,41.6666666666667
2016,4,"San Mateo",2016-04-01,21.6666666666667,39.3333333333333,36
2016,4,"Santa Clara",2016-04-01,22.1666666666667,40.4166666666667,27.1666666666667
2016,4,"Stanislaus",2016-04-01,9,50.1666666666667,35.2857142857143
2016,4,"Calaveras",2016-04-01,NA,39.75,22.6666666666667
2016,5,"Imperial",2016-05-01,8.16666666666667,59.1538461538462,33.3
2016,5,"Los Angeles",2016-05-01,14.1162790697674,43.4186046511628,35.4651162790698
2016,5,"Marin",2016-05-01,11.25,32,31
2016,5,"San Bernardino",2016-05-01,22.5,70,38.12
2016,5,"San Francisco",2016-05-01,11,28.75,42.25
2016,5,"San Mateo",2016-05-01,8.66666666666667,34.25,38
2016,5,"Santa Clara",2016-05-01,15.125,31.5384615384615,35.3
2016,5,"Stanislaus",2016-05-01,13.25,49.8571428571429,34.25
2016,5,"Calaveras",2016-05-01,NA,41.3333333333333,22
2016,6,"Imperial",2016-06-01,11.5,51.7692307692308,54.6666666666667
2016,6,"Los Angeles",2016-06-01,21.3,70.4318181818182,51.6744186046512
2016,6,"Marin",2016-06-01,10.6666666666667,32.3333333333333,26.5
2016,6,"San Bernardino",2016-06-01,27,114.194444444444,44.0476190476191
2016,6,"San Francisco",2016-06-01,18.3333333333333,23.6666666666667,19.3333333333333
2016,6,"San Mateo",2016-06-01,14,26.3333333333333,51
2016,6,"Santa Clara",2016-06-01,14.5,40.7142857142857,32
2016,6,"Stanislaus",2016-06-01,14,58.5,25.7142857142857
2016,6,"Calaveras",2016-06-01,NA,74,23.25
2016,7,"Imperial",2016-07-01,13.1666666666667,57,52.8
2016,7,"Los Angeles",2016-07-01,18.9777777777778,67.7857142857143,51.5111111111111
2016,7,"Marin",2016-07-01,7.66666666666667,22.25,34.5
2016,7,"San Bernardino",2016-07-01,26.2666666666667,117.024390243902,47.1111111111111
2016,7,"San Francisco",2016-07-01,7.25,22,18.75
2016,7,"San Mateo",2016-07-01,10.3333333333333,23.6666666666667,41
2016,7,"Santa Clara",2016-07-01,12.1428571428571,33.7142857142857,29.5
2016,7,"Stanislaus",2016-07-01,18,94,31.5555555555556
2016,7,"Calaveras",2016-07-01,NA,77,33.3333333333333
2016,8,"Imperial",2016-08-01,16.5714285714286,46.3846153846154,50.2
2016,8,"Los Angeles",2016-08-01,22.5208333333333,61.4772727272727,47.5813953488372
2016,8,"Marin",2016-08-01,8,20.6666666666667,19.6
2016,8,"San Bernardino",2016-08-01,31.4166666666667,107.046511627907,49.04
2016,8,"San Francisco",2016-08-01,7.33333333333333,23.5,26.6666666666667
2016,8,"San Mateo",2016-08-01,9.33333333333333,29,45.6666666666667
2016,8,"Santa Clara",2016-08-01,14.1428571428571,31.6153846153846,39.7272727272727
2016,8,"Stanislaus",2016-08-01,17.75,90.625,40.8571428571429
2016,8,"Calaveras",2016-08-01,NA,75,34.6666666666667
2016,9,"Imperial",2016-09-01,18.5714285714286,40.3333333333333,46.6
2016,9,"Los Angeles",2016-09-01,27,51.975,44.9090909090909
2016,9,"Marin",2016-09-01,21,26.25,40
2016,9,"San Bernardino",2016-09-01,32.28,70.9142857142857,36.5384615384615
2016,9,"San Francisco",2016-09-01,18.6666666666667,30,40.5
2016,9,"San Mateo",2016-09-01,13.75,28.6666666666667,43.3333333333333
2016,9,"Santa Clara",2016-09-01,23.3333333333333,37.7692307692308,45.4444444444444
2016,9,"Stanislaus",2016-09-01,26.3333333333333,54,55.3333333333333
2016,9,"Calaveras",2016-09-01,NA,65,34.25
2016,10,"Imperial",2016-10-01,18.5,37.5555555555556,42.1
2016,10,"Los Angeles",2016-10-01,28.0454545454545,39.4186046511628,39.3829787234043
2016,10,"Marin",2016-10-01,17.6666666666667,34.3333333333333,21.6666666666667
2016,10,"San Bernardino",2016-10-01,30.75,48.65,38.12
2016,10,"San Francisco",2016-10-01,16.5,27.75,17.75
2016,10,"San Mateo",2016-10-01,18,26.5,24.6666666666667
2016,10,"Santa Clara",2016-10-01,21.1428571428571,30.9285714285714,21.2727272727273
2016,10,"Stanislaus",2016-10-01,25.75,36.7142857142857,33.75
2016,10,"Calaveras",2016-10-01,NA,47,20
2016,11,"Imperial",2016-11-01,28.5,31.125,44
2016,11,"Los Angeles",2016-11-01,36.1041666666667,33.0888888888889,44.5581395348837
2016,11,"Marin",2016-11-01,23.5,28.6666666666667,30
2016,11,"San Bernardino",2016-11-01,36.875,37.6285714285714,34.5416666666667
2016,11,"San Francisco",2016-11-01,27.6666666666667,30.3333333333333,36
2016,11,"San Mateo",2016-11-01,22.3333333333333,32.6666666666667,29
2016,11,"Santa Clara",2016-11-01,29.7142857142857,26.4615384615385,27.8181818181818
2016,11,"Stanislaus",2016-11-01,27,28.5714285714286,57.1428571428571
2016,11,"Calaveras",2016-11-01,NA,28.6666666666667,51
2016,12,"Imperial",2016-12-01,31.375,27.1,60
2016,12,"Los Angeles",2016-12-01,32.6170212765957,25.6341463414634,47.2
2016,12,"Marin",2016-12-01,27,22,29
2016,12,"San Bernardino",2016-12-01,32.1923076923077,31.7428571428571,49.1538461538462
2016,12,"San Francisco",2016-12-01,21.6666666666667,25.6666666666667,30
2016,12,"San Mateo",2016-12-01,24,31,30.3333333333333
2016,12,"Santa Clara",2016-12-01,27.1666666666667,19,27.7
2016,12,"Stanislaus",2016-12-01,21,21.1666666666667,99.5714285714286
2016,12,"Calaveras",2016-12-01,NA,20.5,51
2017,1,"Imperial",2017-01-01,29.1428571428571,30.5714285714286,42.1111111111111
2017,1,"Los Angeles",2017-01-01,30.125,31.6136363636364,40.5384615384615
2017,1,"Marin",2017-01-01,18,23.6666666666667,30.6
2017,1,"San Bernardino",2017-01-01,26.68,33.3055555555556,31.85
2017,1,"San Francisco",2017-01-01,25.6666666666667,28.5,41
2017,1,"San Mateo",2017-01-01,24.3333333333333,23.6666666666667,21.3333333333333
2017,1,"Santa Clara",2017-01-01,31.1666666666667,16,29.6
2017,1,"Stanislaus",2017-01-01,16.75,27.75,46.3333333333333
2017,1,"Calaveras",2017-01-01,NA,38.3333333333333,53
2017,2,"Imperial",2017-02-01,15.4,33.7777777777778,41.4444444444444
2017,2,"Los Angeles",2017-02-01,24.6428571428571,30.4736842105263,37.6153846153846
2017,2,"Marin",2017-02-01,20.3333333333333,32.3333333333333,22.6666666666667
2017,2,"San Bernardino",2017-02-01,26.0434782608696,33.7666666666667,31.25
2017,2,"San Francisco",2017-02-01,14.6666666666667,28.6666666666667,27.3333333333333
2017,2,"San Mateo",2017-02-01,21,31.3333333333333,28.25
2017,2,"Santa Clara",2017-02-01,23,28.3333333333333,13.3
2017,2,"Stanislaus",2017-02-01,10.6666666666667,29.5,28.6666666666667
2017,2,"Calaveras",2017-02-01,NA,34.3333333333333,39.6666666666667
2017,3,"Imperial",2017-03-01,24,41.6666666666667,24.2
2017,3,"Los Angeles",2017-03-01,28.2954545454545,45.4651162790698,41.6
2017,3,"Marin",2017-03-01,21.75,35.25,19.5
2017,3,"San Bernardino",2017-03-01,30.7407407407407,50.0512820512821,43.6363636363636
2017,3,"San Francisco",2017-03-01,18.25,32.6666666666667,33
2017,3,"San Mateo",2017-03-01,21.5,36.3333333333333,26.6666666666667
2017,3,"Santa Clara",2017-03-01,24.25,34.75,23.0909090909091
2017,3,"Stanislaus",2017-03-01,19,36.3333333333333,30.75
2017,3,"Calaveras",2017-03-01,NA,42,NA
2017,4,"Imperial",2017-04-01,20,47.9285714285714,38.5555555555556
2017,4,"Los Angeles",2017-04-01,25.6595744680851,57.9047619047619,39.8292682926829
2017,4,"Marin",2017-04-01,14,35.6666666666667,33.5
2017,4,"San Bernardino",2017-04-01,29.0357142857143,70.0833333333333,41.7083333333333
2017,4,"San Francisco",2017-04-01,18.3333333333333,34.25,10.6666666666667
2017,4,"San Mateo",2017-04-01,18.6666666666667,42.6666666666667,22
2017,4,"Santa Clara",2017-04-01,18.8333333333333,36.5833333333333,24.1818181818182
2017,4,"Stanislaus",2017-04-01,16.3333333333333,45.1666666666667,22.8571428571429
2017,4,"Calaveras",2017-04-01,NA,47.3333333333333,NA
2017,5,"Imperial",2017-05-01,19.7142857142857,49.2307692307692,47.1111111111111
2017,5,"Los Angeles",2017-05-01,20.9583333333333,56.5813953488372,41.8604651162791
2017,5,"Marin",2017-05-01,9.33333333333333,33.3333333333333,36.8
2017,5,"San Bernardino",2017-05-01,21.16,81.5384615384615,42.25
2017,5,"San Francisco",2017-05-01,16.6666666666667,30.3333333333333,25
2017,5,"San Mateo",2017-05-01,18.25,33.25,22
2017,5,"Santa Clara",2017-05-01,16.25,36.8888888888889,25.3
2017,5,"Stanislaus",2017-05-01,16.5,64.4285714285714,21.7777777777778
2017,5,"Calaveras",2017-05-01,NA,41,NA
2017,6,"Imperial",2017-06-01,17,56.7142857142857,53.1818181818182
2017,6,"Los Angeles",2017-06-01,22.2619047619048,71.8292682926829,48.2727272727273
2017,6,"Marin",2017-06-01,7.25,21,34.25
2017,6,"San Bernardino",2017-06-01,29.5833333333333,105.486486486486,49.5
2017,6,"San Francisco",2017-06-01,9.25,21.6666666666667,29.75
2017,6,"San Mateo",2017-06-01,14,23,23.6666666666667
2017,6,"Santa Clara",2017-06-01,13.25,39.7142857142857,30.7
2017,6,"Stanislaus",2017-06-01,10.75,63,19.5
2017,6,"Calaveras",2017-06-01,NA,68.6666666666667,NA
2017,7,"Imperial",2017-07-01,20.25,47.6428571428571,52.375
2017,7,"Los Angeles",2017-07-01,17.936170212766,68.4545454545455,51.0227272727273
2017,7,"Marin",2017-07-01,6.66666666666667,25.3333333333333,30.2
2017,7,"San Bernardino",2017-07-01,27,120.153846153846,50
2017,7,"San Francisco",2017-07-01,8.33333333333333,20.5,36.3333333333333
2017,7,"San Mateo",2017-07-01,14.6666666666667,22.6666666666667,37.3333333333333
2017,7,"Santa Clara",2017-07-01,18,39,38.8888888888889
2017,7,"Stanislaus",2017-07-01,14,73.8571428571429,35.4444444444444
2017,7,"Calaveras",2017-07-01,NA,76.25,43.6666666666667
2017,8,"Imperial",2017-08-01,20.2857142857143,42.25,48.8888888888889
2017,8,"Los Angeles",2017-08-01,20.3255813953488,76.7560975609756,53
2017,8,"Marin",2017-08-01,8.66666666666667,28.25,32.4
2017,8,"San Bernardino",2017-08-01,27.037037037037,102.048780487805,52
2017,8,"San Francisco",2017-08-01,5.66666666666667,22,30.6666666666667
2017,8,"San Mateo",2017-08-01,13,25.25,48
2017,8,"Santa Clara",2017-08-01,19.8571428571429,33.2307692307692,43.9166666666667
2017,8,"Stanislaus",2017-08-01,19.25,73.2857142857143,53.2857142857143
2017,8,"Calaveras",2017-08-01,NA,70.6666666666667,56.6666666666667
2017,9,"Imperial",2017-09-01,14.1666666666667,45.7857142857143,32.625
2017,9,"Los Angeles",2017-09-01,25.0731707317073,60.4864864864865,44.0975609756098
2017,9,"Marin",2017-09-01,22,28,43.5
2017,9,"San Bernardino",2017-09-01,28.7857142857143,66.6315789473684,41.92
2017,9,"San Francisco",2017-09-01,31.25,23,61
2017,9,"San Mateo",2017-09-01,14.6666666666667,33.3333333333333,40.6666666666667
2017,9,"Santa Clara",2017-09-01,28.4285714285714,55.8,44.1818181818182
2017,9,"Stanislaus",2017-09-01,23.3333333333333,54.5,52.4285714285714
2017,9,"Calaveras",2017-09-01,NA,55,61.25
2017,10,"Imperial",2017-10-01,23,37.9230769230769,47.25
2017,10,"Los Angeles",2017-10-01,35.85,55.475,49.9565217391304
2017,10,"Marin",2017-10-01,39.3333333333333,43.6666666666667,58.8
2017,10,"San Bernardino",2017-10-01,39.44,59.4878048780488,48.7407407407407
2017,10,"San Francisco",2017-10-01,47,24.5,58
2017,10,"San Mateo",2017-10-01,25.75,32.25,59.3333333333333
2017,10,"Santa Clara",2017-10-01,36.6666666666667,47,52.3
2017,10,"Stanislaus",2017-10-01,38.3333333333333,44.1428571428571,63.25
2017,10,"Calaveras",2017-10-01,NA,52.75,60
2017,11,"Imperial",2017-11-01,28,26.5833333333333,48.6666666666667
2017,11,"Los Angeles",2017-11-01,33.6888888888889,33.0526315789474,44.2093023255814
2017,11,"Marin",2017-11-01,21.6666666666667,25,28
2017,11,"San Bernardino",2017-11-01,36.28,36.1351351351351,46.4285714285714
2017,11,"San Francisco",2017-11-01,27,23.6666666666667,25
2017,11,"San Mateo",2017-11-01,24.3333333333333,23.6666666666667,20
2017,11,"Santa Clara",2017-11-01,29.7142857142857,26.7692307692308,33.5
2017,11,"Stanislaus",2017-11-01,25.75,26.3333333333333,40.7142857142857
2017,11,"Calaveras",2017-11-01,NA,31.6666666666667,45.6666666666667
2017,12,"Imperial",2017-12-01,41.75,23.7333333333333,60.125
2017,12,"Los Angeles",2017-12-01,43.625,27.7027027027027,59.4791666666667
2017,12,"Marin",2017-12-01,32.25,21.6666666666667,42.4
2017,12,"San Bernardino",2017-12-01,36.3703703703704,34.4545454545455,44.125
2017,12,"San Francisco",2017-12-01,35.25,13.6666666666667,64.6666666666667
2017,12,"San Mateo",2017-12-01,34,23.3333333333333,57.5
2017,12,"Santa Clara",2017-12-01,37.1428571428571,16.25,65.3636363636364
2017,12,"Stanislaus",2017-12-01,39.3333333333333,22,95.4444444444444
2017,12,"Calaveras",2017-12-01,NA,27,57.25
